"","Id","Code","Name","Class","Standard Concept Caption","RC","DRC","Domain","Vocabulary","Ancestors"
"","44834531","224.2","Benign neoplasm of lacrimal gland","4-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44834530","222.0","Benign neoplasm of testis","4-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44834529","222","Benign neoplasm of male genital organs","3-dig nonbill code","Non-Standard","0","0","Condition","ICD9CM",""
"","44834528","216.6","Benign neoplasm of skin of upper limb, including shoulder","4-dig billing code","Non-Standard","65","65","Condition","ICD9CM",""
"","44834527","215.5","Other benign neoplasm of connective and other soft tissue of abdomen","4-dig billing code","Non-Standard","39","39","Condition","ICD9CM",""
"","44834526","213.0","Benign neoplasm of bones of skull and face","4-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44834525","210","Benign neoplasm of lip, oral cavity, and pharynx","3-dig nonbill code","Non-Standard","0","0","Condition","ICD9CM",""
"","44834524","209.65","Benign carcinoid tumor of foregut, not otherwise specified","5-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44834523","209.42","Benign carcinoid tumor of the jejunum","5-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44834522","208.81","Other leukemia of unspecified cell type, in remission","5-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44834521","206.10","Chronic monocytic leukemia, without mention of having achieved remission","5-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44834520","205.2","Myeloid leukemia, subacute","4-dig nonbill code","Non-Standard","0","0","Condition","ICD9CM",""
"","44834519","204.10","Chronic lymphoid leukemia, without mention of having achieved remission","5-dig billing code","Non-Standard","643","643","Condition","ICD9CM",""
"","44834516","202.97","Other and unspecified malignant neoplasms of lymphoid and histiocytic tissue, spleen","5-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44834515","202.90","Other and unspecified malignant neoplasms of lymphoid and histiocytic tissue, unspecified site, extranodal and solid organ sites","5-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44834514","202.64","Malignant mast cell tumors, lymph nodes of axilla and upper limb","5-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44834513","202.32","Malignant histiocytosis, intrathoracic lymph nodes","5-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44834512","202.11","Mycosis fungoides, lymph nodes of head, face, and neck","5-dig billing code","Non-Standard","27","27","Condition","ICD9CM",""
"","44834511","201.72","Hodgkin's disease, lymphocytic depletion, intrathoracic lymph nodes","5-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44834510","201.68","Hodgkin's disease, mixed cellularity, lymph nodes of multiple sites","5-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44834509","201.64","Hodgkin's disease, mixed cellularity, lymph nodes of axilla and upper limb","5-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44834508","201.43","Hodgkin's disease, lymphocytic-histiocytic predominance, intra-abdominal lymph nodes","5-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44834507","201.4","Hodgkin's disease, lymphocytic-histiocytic predominance","4-dig nonbill code","Non-Standard","0","0","Condition","ICD9CM",""
"","44834506","200.31","Marginal zone lymphoma, lymph nodes of head, face, and neck","5-dig billing code","Non-Standard","8","8","Condition","ICD9CM",""
"","44834505","200.3","Marginal zone lymphoma","4-dig nonbill code","Non-Standard","0","0","Condition","ICD9CM",""
"","44834504","200.21","Burkitt's tumor or lymphoma, lymph nodes of head, face, and neck","5-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44834503","198.6","Secondary malignant neoplasm of ovary","4-dig billing code","Non-Standard","6","6","Condition","ICD9CM",""
"","44834502","198.5","Secondary malignant neoplasm of bone and bone marrow","4-dig billing code","Non-Standard","905","905","Condition","ICD9CM",""
"","44834501","196.1","Secondary and unspecified malignant neoplasm of intrathoracic lymph nodes","4-dig billing code","Non-Standard","19","19","Condition","ICD9CM",""
"","44834500","195.0","Malignant neoplasm of head, face, and neck","4-dig billing code","Non-Standard","142","142","Condition","ICD9CM",""
"","44834499","191.1","Malignant neoplasm of frontal lobe","4-dig billing code","Non-Standard","106","106","Condition","ICD9CM",""
"","44834498","188.2","Malignant neoplasm of lateral wall of urinary bladder","4-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44834497","187.9","Malignant neoplasm of male genital organ, site unspecified","4-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44834496","187.4","Malignant neoplasm of penis, part unspecified","4-dig billing code","Non-Standard","10","10","Condition","ICD9CM",""
"","44834495","186.0","Malignant neoplasm of undescended testis","4-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44834494","182.0","Malignant neoplasm of corpus uteri, except isthmus","4-dig billing code","Non-Standard","442","442","Condition","ICD9CM",""
"","44834493","180.1","Malignant neoplasm of exocervix","4-dig billing code","Non-Standard","54","54","Condition","ICD9CM",""
"","44834492","179","Malignant neoplasm of uterus, part unspecified","3-dig billing code","Non-Standard","107","107","Condition","ICD9CM",""
"","44834491","176.0","Kaposi's sarcoma, skin","4-dig billing code","Non-Standard","20","20","Condition","ICD9CM",""
"","44834490","174.8","Malignant neoplasm of other specified sites of female breast","4-dig billing code","Non-Standard","269","269","Condition","ICD9CM",""
"","44834489","174.6","Malignant neoplasm of axillary tail of female breast","4-dig billing code","Non-Standard","6","6","Condition","ICD9CM",""
"","44834488","174.3","Malignant neoplasm of lower-inner quadrant of female breast","4-dig billing code","Non-Standard","9","9","Condition","ICD9CM",""
"","44834487","173.71","Basal cell carcinoma of skin of lower limb, including hip","5-dig billing code","Non-Standard","34","34","Condition","ICD9CM",""
"","44834486","172","Malignant melanoma of skin","3-dig nonbill code","Non-Standard","0","0","Condition","ICD9CM",""
"","44834485","165.9","Malignant neoplasm of ill-defined sites within the respiratory system","4-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44834484","159","Malignant neoplasm of other and ill-defined sites within the digestive organs and peritoneum","3-dig nonbill code","Non-Standard","0","0","Condition","ICD9CM",""
"","44834483","156.1","Malignant neoplasm of extrahepatic bile ducts","4-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44834482","153.0","Malignant neoplasm of hepatic flexure","4-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44834481","152.0","Malignant neoplasm of duodenum","4-dig billing code","Non-Standard","10","10","Condition","ICD9CM",""
"","44834480","150","Malignant neoplasm of esophagus","3-dig nonbill code","Non-Standard","0","0","Condition","ICD9CM",""
"","44834479","146.5","Malignant neoplasm of junctional region of oropharynx","4-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44834478","145.1","Malignant neoplasm of vestibule of mouth","4-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44834477","144.8","Malignant neoplasm of other sites of floor of mouth","4-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44834476","143.1","Malignant neoplasm of lower gum","4-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44834475","141.2","Malignant neoplasm of tip and lateral border of tongue","4-dig billing code","Non-Standard","6","6","Condition","ICD9CM",""
"","44834474","140.6","Malignant neoplasm of commissure of lip","4-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44834368","V86.1","Estrogen receptor negative status [ER-]","4-dig billing V code","Non-Standard","12","12","Condition","ICD9CM",""
"","44833834","719.29","Villonodular synovitis, multiple sites","5-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44833833","719.21","Villonodular synovitis, shoulder region","5-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44833684","624.02","Vulvar intraepithelial neoplasia II [VIN II]","5-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44833361","238.8","Neoplasm of uncertain behavior of other specified sites","4-dig billing code","Non-Standard","26","26","Condition","ICD9CM",""
"","44833360","238.71","Essential thrombocythemia","5-dig billing code","Non-Standard","73","73","Condition","ICD9CM",""
"","44833359","237.1","Neoplasm of uncertain behavior of pineal gland","4-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44833358","234.9","Carcinoma in situ, site unspecified","4-dig billing code","Non-Standard","13","13","Condition","ICD9CM",""
"","44833357","233.3","Carcinoma in situ of other and unspecified female genital organs","4-dig nonbill code","Non-Standard","0","0","Condition","ICD9CM",""
"","44833356","232","Carcinoma in situ of skin","3-dig nonbill code","Non-Standard","0","0","Condition","ICD9CM",""
"","44833353","225.2","Benign neoplasm of cerebral meninges","4-dig billing code","Non-Standard","276","276","Condition","ICD9CM",""
"","44833352","216.4","Benign neoplasm of scalp and skin of neck","4-dig billing code","Non-Standard","56","56","Condition","ICD9CM",""
"","44833351","215","Other benign neoplasm of connective and other soft tissue","3-dig nonbill code","Non-Standard","0","0","Condition","ICD9CM",""
"","44833350","214","Lipoma","3-dig nonbill code","Non-Standard","0","0","Condition","ICD9CM",""
"","44833349","213.1","Benign neoplasm of lower jaw bone","4-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44833348","210.9","Benign neoplasm of pharynx, unspecified","4-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44833347","210.5","Benign neoplasm of tonsil","4-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44833346","209.67","Benign carcinoid tumor of hindgut, not otherwise specified","5-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44833345","208.12","Chronic leukemia of unspecified cell type, in relapse","5-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44833344","208.02","Acute leukemia of unspecified cell type, in relapse","5-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44833343","207.82","Other specified leukemia, in relapse","5-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44833342","207.2","Megakaryocytic leukemia","4-dig nonbill code","Non-Standard","0","0","Condition","ICD9CM",""
"","44833341","207.01","Acute erythremia and erythroleukemia, in remission","5-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44833340","206.82","Other monocytic leukemia, in relapse","5-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44833339","206.00","Acute monocytic leukemia, without mention of having achieved remission","5-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44833338","204.82","Other lymphoid leukemia, in relapse","5-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44833337","204.21","Subacute lymphoid leukemia, in remission","5-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44833336","204.2","Lymphoid leukemia, subacute","4-dig nonbill code","Non-Standard","0","0","Condition","ICD9CM",""
"","44833335","203.00","Multiple myeloma, without mention of having achieved remission","5-dig billing code","Non-Standard","897","897","Condition","ICD9CM",""
"","44833334","203.0","Multiple myeloma","4-dig nonbill code","Non-Standard","0","0","Condition","ICD9CM",""
"","44833333","202.91","Other and unspecified malignant neoplasms of lymphoid and histiocytic tissue, lymph nodes of head, face, and neck","5-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44833332","202.77","Peripheral T cell lymphoma, spleen","5-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44833331","202.72","Peripheral T cell lymphoma, intrathoracic lymph nodes","5-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44833330","202.70","Peripheral T cell lymphoma, unspecified site, extranodal and solid organ sites","5-dig billing code","Non-Standard","41","41","Condition","ICD9CM",""
"","44833329","202.61","Malignant mast cell tumors, lymph nodes of head, face, and neck","5-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44833328","202.54","Letterer-siwe disease, lymph nodes of axilla and upper limb","5-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44833327","202.27","Sezary's disease, spleen","5-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44833326","202.12","Mycosis fungoides, intrathoracic lymph nodes","5-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44833325","202.00","Nodular lymphoma, unspecified site, extranodal and solid organ sites","5-dig billing code","Non-Standard","161","161","Condition","ICD9CM",""
"","44833324","202","Other malignant neoplasms of lymphoid and histiocytic tissue","3-dig nonbill code","Non-Standard","0","0","Condition","ICD9CM",""
"","44833323","201.96","Hodgkin's disease, unspecified type, intrapelvic lymph nodes","5-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44833322","201.65","Hodgkin's disease, mixed cellularity, lymph nodes of inguinal region and lower limb","5-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44833321","201.55","Hodgkin's disease, nodular sclerosis, lymph nodes of inguinal region and lower limb","5-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44833320","201.44","Hodgkin's disease, lymphocytic-histiocytic predominance, lymph nodes of axilla and upper limb","5-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44833319","201.17","Hodgkin's granuloma, spleen","5-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44833318","201.05","Hodgkin's paragranuloma, lymph nodes of inguinal region and lower limb","5-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44833317","200.81","Other named variants of lymphosarcoma and reticulosarcoma, lymph nodes of head, face, and neck","5-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44833316","200.77","Large cell lymphoma, spleen","5-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44833315","200.63","Anaplastic large cell lymphoma, intra-abdominal lymph nodes","5-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44833314","200.60","Anaplastic large cell lymphoma, unspecified site, extranodal and solid organ sites","5-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44833313","200.2","Burkitt's tumor or lymphoma","4-dig nonbill code","Non-Standard","0","0","Condition","ICD9CM",""
"","44833312","200.07","Reticulosarcoma, spleen","5-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44833311","200.00","Reticulosarcoma, unspecified site, extranodal and solid organ sites","5-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44833310","199","Malignant neoplasm without specification of site","3-dig nonbill code","Non-Standard","0","0","Condition","ICD9CM",""
"","44833309","198.4","Secondary malignant neoplasm of other parts of nervous system","4-dig billing code","Non-Standard","30","30","Condition","ICD9CM",""
"","44833308","197.2","Secondary malignant neoplasm of pleura","4-dig billing code","Non-Standard","24","24","Condition","ICD9CM",""
"","44833307","196.6","Secondary and unspecified malignant neoplasm of intrapelvic lymph nodes","4-dig billing code","Non-Standard","25","25","Condition","ICD9CM",""
"","44833306","192.1","Malignant neoplasm of cerebral meninges","4-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44833305","191.8","Malignant neoplasm of other parts of brain","4-dig billing code","Non-Standard","19","19","Condition","ICD9CM",""
"","44833304","190.6","Malignant neoplasm of choroid","4-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44833303","190.0","Malignant neoplasm of eyeball, except conjunctiva, cornea, retina, and choroid","4-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44833302","189.4","Malignant neoplasm of paraurethral glands","4-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44833301","181","Malignant neoplasm of placenta","3-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44833300","176","Kaposi's sarcoma","3-dig nonbill code","Non-Standard","0","0","Condition","ICD9CM",""
"","44833299","175.0","Malignant neoplasm of nipple and areola of male breast","4-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44833298","173.9","Other and unspecified malignant neoplasm of skin, site unspecified","4-dig nonbill code","Non-Standard","64","64","Condition","ICD9CM",""
"","44833297","173.81","Basal cell carcinoma of other specified sites of skin","5-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44833296","173.40","Unspecified malignant neoplasm of scalp and skin of neck","5-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44833295","173.32","Squamous cell carcinoma of skin of other and unspecified parts of face","5-dig billing code","Non-Standard","36","36","Condition","ICD9CM",""
"","44833294","170","Malignant neoplasm of bone and articular cartilage","3-dig nonbill code","Non-Standard","0","0","Condition","ICD9CM",""
"","44833293","164.1","Malignant neoplasm of heart","4-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44833292","160.0","Malignant neoplasm of nasal cavities","4-dig billing code","Non-Standard","62","62","Condition","ICD9CM",""
"","44833291","153.7","Malignant neoplasm of splenic flexure","4-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44833290","152.8","Malignant neoplasm of other specified sites of small intestine","4-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44833289","151.2","Malignant neoplasm of pyloric antrum","4-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44833288","149.8","Malignant neoplasm of other sites within the lip and oral cavity","4-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44833287","148.1","Malignant neoplasm of pyriform sinus","4-dig billing code","Non-Standard","276","276","Condition","ICD9CM",""
"","44833286","147.3","Malignant neoplasm of anterior wall of nasopharynx","4-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44833285","147.2","Malignant neoplasm of lateral wall of nasopharynx","4-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44833284","145.9","Malignant neoplasm of mouth, unspecified","4-dig billing code","Non-Standard","140","140","Condition","ICD9CM",""
"","44833283","144","Malignant neoplasm of floor of mouth","3-dig nonbill code","Non-Standard","0","0","Condition","ICD9CM",""
"","44833282","142.2","Malignant neoplasm of sublingual gland","4-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44833281","141.5","Malignant neoplasm of junctional zone of tongue","4-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44833280","141.4","Malignant neoplasm of anterior two-thirds of tongue, part unspecified","4-dig billing code","Non-Standard","7","7","Condition","ICD9CM",""
"","44832648","719.24","Villonodular synovitis, hand","5-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44832550","654.1","Tumors of body of uterus complicating pregnancy, childbirth, or the puerperium","4-dig nonbill code","Non-Standard","0","0","Condition","ICD9CM",""
"","44832213","284.81","Red cell aplasia (acquired)(adult)(with thymoma)","5-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44832199","258.01","Multiple endocrine neoplasia [MEN] type I","5-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44832186","239.0","Neoplasm of unspecified nature of digestive system","4-dig billing code","Non-Standard","125","125","Condition","ICD9CM",""
"","44832185","238.72","Low grade myelodysplastic syndrome lesions","5-dig billing code","Non-Standard","47","47","Condition","ICD9CM",""
"","44832184","238.1","Neoplasm of uncertain behavior of connective and other soft tissue","4-dig billing code","Non-Standard","131","131","Condition","ICD9CM",""
"","44832183","237.72","Neurofibromatosis, type 2 [acoustic neurofibromatosis]","5-dig billing code","Non-Standard","10","10","Condition","ICD9CM",""
"","44832182","235.2","Neoplasm of uncertain behavior of stomach, intestines, and rectum","4-dig billing code","Non-Standard","20","20","Condition","ICD9CM",""
"","44832181","233.5","Carcinoma in situ of penis","4-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44832180","231.2","Carcinoma in situ of bronchus and lung","4-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44832179","230.2","Carcinoma in situ of stomach","4-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44832178","224.4","Benign neoplasm of cornea","4-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44832177","221.9","Benign neoplasm of female genital organ, site unspecified","4-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44832176","216.3","Benign neoplasm of skin of other and unspecified parts of face","4-dig billing code","Non-Standard","84","84","Condition","ICD9CM",""
"","44832175","214.9","Lipoma, unspecified site","4-dig billing code","Non-Standard","77","77","Condition","ICD9CM",""
"","44832174","214.2","Lipoma of intrathoracic organs","4-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44832173","212.9","Benign neoplasm of respiratory and intrathoracic organs, site unspecified","4-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44832172","211","Benign neoplasm of other parts of digestive system","3-dig nonbill code","Non-Standard","0","0","Condition","ICD9CM",""
"","44832171","209.73","Secondary neuroendocrine tumor of bone","5-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44832170","209.66","Benign carcinoid tumor of midgut, not otherwise specified","5-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44832169","209.51","Benign carcinoid tumor of the appendix","5-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44832168","209.33","Merkel cell carcinoma of the upper limb","5-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44832167","209.31","Merkel cell carcinoma of the face","5-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44832166","209.17","Malignant carcinoid tumor of the rectum","5-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44832165","207.81","Other specified leukemia, in remission","5-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44832164","207.02","Acute erythremia and erythroleukemia, in relapse","5-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44832163","206.9","Unspecified monocytic leukemia","4-dig nonbill code","Non-Standard","0","0","Condition","ICD9CM",""
"","44832162","206.21","Subacute monocytic leukemia, in remission","5-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44832161","206.11","Chronic monocytic leukemia, in remission","5-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44832160","206.01","Acute monocytic leukemia,in remission","5-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44832159","205.92","Unspecified myeloid leukemia, in relapse","5-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44832158","205.21","Subacute myeloid leukemia,in remission","5-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44832157","205.11","Chronic myeloid leukemia, in remission","5-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44832156","205.10","Chronic myeloid leukemia, without mention of having achieved remission","5-dig billing code","Non-Standard","117","117","Condition","ICD9CM",""
"","44832155","204.81","Other lymphoid leukemia, in remission","5-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44832154","202.83","Other malignant lymphomas, intra-abdominal lymph nodes","5-dig billing code","Non-Standard","9","9","Condition","ICD9CM",""
"","44832153","202.65","Malignant mast cell tumors, lymph nodes of inguinal region and lower limb","5-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44832152","202.48","Leukemic reticuloendotheliosis, lymph nodes of multiple sites","5-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44832151","202.41","Leukemic reticuloendotheliosis, lymph nodes of head, face, and neck","5-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44832150","202.38","Malignant histiocytosis, lymph nodes of multiple sites","5-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44832149","202.21","Sezary's disease, lymph nodes of head, face, and neck","5-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44832148","202.2","Sezary's disease","4-dig nonbill code","Non-Standard","0","0","Condition","ICD9CM",""
"","44832147","202.15","Mycosis fungoides, lymph nodes of inguinal region and lower limb","5-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44832146","202.02","Nodular lymphoma, intrathoracic lymph nodes","5-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44832145","201.75","Hodgkin's disease, lymphocytic depletion, lymph nodes of inguinal region and lower limb","5-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44832144","201.70","Hodgkin's disease, lymphocytic depletion, unspecified site, extranodal and solid organ sites","5-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44832143","201.67","Hodgkin's disease, mixed cellularity, spleen","5-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44832142","201.5","Hodgkin's disease, nodular sclerosis","4-dig nonbill code","Non-Standard","0","0","Condition","ICD9CM",""
"","44832141","201.15","Hodgkin's granuloma, lymph nodes of inguinal region and lower limb","5-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44832140","200.83","Other named variants of lymphosarcoma and reticulosarcoma, intra-abdominal lymph nodes","5-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44832139","200.44","Mantle cell lymphoma, lymph nodes of axilla and upper limb","5-dig billing code","Non-Standard","18","18","Condition","ICD9CM",""
"","44832138","200.28","Burkitt's tumor or lymphoma, lymph nodes of multiple sites","5-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44832137","200.20","Burkitt's tumor or lymphoma, unspecified site, extranodal and solid organ sites","5-dig billing code","Non-Standard","8","8","Condition","ICD9CM",""
"","44832136","197.0","Secondary malignant neoplasm of lung","4-dig billing code","Non-Standard","409","409","Condition","ICD9CM",""
"","44832135","196.0","Secondary and unspecified malignant neoplasm of lymph nodes of head, face, and neck","4-dig billing code","Non-Standard","406","406","Condition","ICD9CM",""
"","44832134","195.3","Malignant neoplasm of pelvis","4-dig billing code","Non-Standard","9","9","Condition","ICD9CM",""
"","44832133","194.1","Malignant neoplasm of parathyroid gland","4-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44832132","191.2","Malignant neoplasm of temporal lobe","4-dig billing code","Non-Standard","13","13","Condition","ICD9CM",""
"","44832131","190","Malignant neoplasm of eye","3-dig nonbill code","Non-Standard","0","0","Condition","ICD9CM",""
"","44832130","183.9","Malignant neoplasm of uterine adnexa, unspecified site","4-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44832129","180","Malignant neoplasm of cervix uteri","3-dig nonbill code","Non-Standard","0","0","Condition","ICD9CM",""
"","44832128","174.0","Malignant neoplasm of nipple and areola of female breast","4-dig billing code","Non-Standard","8","8","Condition","ICD9CM",""
"","44832127","173.80","Unspecified malignant neoplasm of other specified sites of skin","5-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44832126","173.09","Other specified malignant neoplasm of skin of lip","5-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44832125","170.2","Malignant neoplasm of vertebral column, excluding sacrum and coccyx","4-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44832124","161.9","Malignant neoplasm of larynx, unspecified","4-dig billing code","Non-Standard","112","112","Condition","ICD9CM",""
"","44832123","161.0","Malignant neoplasm of glottis","4-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44832122","160.4","Malignant neoplasm of frontal sinus","4-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44832121","158.9","Malignant neoplasm of peritoneum, unspecified","4-dig billing code","Non-Standard","126","126","Condition","ICD9CM",""
"","44832120","156.8","Malignant neoplasm of other specified sites of gallbladder and extrahepatic bile ducts","4-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44832119","153.4","Malignant neoplasm of cecum","4-dig billing code","Non-Standard","20","20","Condition","ICD9CM",""
"","44832118","152.3","Malignant neoplasm of Meckel's diverticulum","4-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44832117","141","Malignant neoplasm of tongue","3-dig nonbill code","Non-Standard","0","0","Condition","ICD9CM",""
"","44831458","686.1","Pyogenic granuloma of skin and subcutaneous tissue","4-dig billing code","Non-Standard","26","26","Condition","ICD9CM",""
"","44831268","455.9","Residual hemorrhoidal skin tags","4-dig billing code","Non-Standard","16","16","Condition","ICD9CM",""
"","44831042","239.8","Neoplasm of unspecified nature of other specified sites","4-dig nonbill code","Non-Standard","0","0","Condition","ICD9CM",""
"","44831041","238.73","High grade myelodysplastic syndrome lesions","5-dig billing code","Non-Standard","8","8","Condition","ICD9CM",""
"","44831040","238.5","Neoplasm of uncertain behavior of histiocytic and mast cells","4-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
